Engine,Feature,Real Std Dev,Generated Std Dev,Ratio to Real
Physics-Informed Monte Carlo,Glucose,223.63367749722062,226.70710873624418,1.013743150286753
Physics-Informed Monte Carlo,Fructose,227.94547868813274,230.46973528842992,1.0110739489759777
Physics-Informed Monte Carlo,MalicAcid,157.75906367930153,151.14669070179264,0.9580856223199272
Physics-Informed Monte Carlo,TartaricAcid,56.80701636812565,56.99094865750368,1.0032378445681092
Physics-Informed Monte Carlo,Potassium,46.531625641635856,50.8381663077037,1.0925508319703838
Physics-Informed Monte Carlo,Magnesium,2.2900040093256453,2.7439537300652495,1.198230972038028
Physics-Informed Monte Carlo,Calcium,4.08107858237849,5.205216587472194,1.2754512030098046
Mcmc,Glucose,223.63367749722062,217.77018063538776,0.9737807966695636
Mcmc,Fructose,227.94547868813274,221.25080410679595,0.9706303690695431
Mcmc,MalicAcid,157.75906367930153,151.16429825728966,0.9581972327408208
Mcmc,TartaricAcid,56.80701636812565,55.090927676120536,0.9697909025729432
Mcmc,Potassium,46.531625641635856,49.164458102458546,1.0565815705881307
Mcmc,Magnesium,2.2900040093256453,2.635953361672048,1.1510693216857193
Mcmc,Calcium,4.08107858237849,4.501658374628979,1.1030560386821495
Regression,Glucose,223.63367749722062,224.85692128940767,1.0054698550141323
Regression,Fructose,227.94547868813274,226.20165370466134,0.9923498154317102
Regression,MalicAcid,157.75906367930153,154.1847216857547,0.9773430324053337
Regression,TartaricAcid,56.80701636812565,57.07655874019671,1.0047448781735753
Regression,Potassium,46.531625641635856,50.70249550149305,1.089635163232405
Regression,Magnesium,2.2900040093256453,2.5439133980564392,1.110877268204244
Regression,Calcium,4.08107858237849,4.802299492377484,1.1767231126381938
Variational Autoencoder,Glucose,223.63367749722062,184.5529022216797,0.8252464668429618
Variational Autoencoder,Fructose,227.94547868813274,185.2794647216797,0.8128236005732439
Variational Autoencoder,MalicAcid,157.75906367930153,126.74658203125,0.8034187011207492
Variational Autoencoder,TartaricAcid,56.80701636812565,56.6458625793457,0.9971631358398472
Variational Autoencoder,Potassium,46.531625641635856,53.731475830078125,1.1547302525790104
Variational Autoencoder,Magnesium,2.2900040093256453,3.4797067642211914,1.5195199440921008
Variational Autoencoder,Calcium,4.08107858237849,8.089622497558594,1.982226593844191
Physics-Informed VAE,Glucose,223.63367749722062,217.86328125,0.9741971052311996
Physics-Informed VAE,Fructose,227.94547868813274,220.9288330078125,0.9692178773595235
Physics-Informed VAE,MalicAcid,157.75906367930153,152.1385955810547,0.9643730891451515
Physics-Informed VAE,TartaricAcid,56.80701636812565,56.914485931396484,1.0018918360819093
Physics-Informed VAE,Potassium,46.531625641635856,50.7996711730957,1.0917235422705898
Physics-Informed VAE,Magnesium,2.2900040093256453,2.6766304969787598,1.1688322317684359
Physics-Informed VAE,Calcium,4.08107858237849,5.251269340515137,1.2867356593399994
